,zipunpacked,variable,value
0,37218,BPHIGH_CrudePrev,47.4
1,37207,BPHIGH_CrudePrev,42.7
2,37218,BPHIGH_CrudePrev,42.7
3,37207,BPHIGH_CrudePrev,39.0
4,37216,BPHIGH_CrudePrev,46.9
5,37216,BPHIGH_CrudePrev,44.8
6,37207,BPHIGH_CrudePrev,38.3
7,37207,BPHIGH_CrudePrev,44.4
8,37207,BPHIGH_CrudePrev,49.0
9,37207,BPHIGH_CrudePrev,42.9
10,37216,BPHIGH_CrudePrev,42.9
11,37216,BPHIGH_CrudePrev,37.2
12,37216,BPHIGH_CrudePrev,34.5
13,37216,BPHIGH_CrudePrev,32.5
14,37207,BPHIGH_CrudePrev,40.2
15,37216,BPHIGH_CrudePrev,38.8
16,37206,BPHIGH_CrudePrev,38.8
17,37206,BPHIGH_CrudePrev,35.8
18,37216,BPHIGH_CrudePrev,35.8
19,37216,BPHIGH_CrudePrev,34.6
20,37206,BPHIGH_CrudePrev,34.6
21,37206,BPHIGH_CrudePrev,30.1
22,37216,BPHIGH_CrudePrev,30.1
23,37207,BPHIGH_CrudePrev,30.1
24,37213,BPHIGH_CrudePrev,43.8
25,37207,BPHIGH_CrudePrev,43.8
26,37206,BPHIGH_CrudePrev,37.8
27,37207,BPHIGH_CrudePrev,37.8
28,37206,BPHIGH_CrudePrev,26.2
29,37206,BPHIGH_CrudePrev,26.9
30,37207,BPHIGH_CrudePrev,43.5
31,37207,BPHIGH_CrudePrev,51.0
32,37218,BPHIGH_CrudePrev,51.0
33,37207,BPHIGH_CrudePrev,49.0
34,37218,BPHIGH_CrudePrev,49.0
35,37218,BPHIGH_CrudePrev,52.5
36,37218,BPHIGH_CrudePrev,47.1
37,37209,BPHIGH_CrudePrev,33.8
38,37218,BPHIGH_CrudePrev,38.5
39,37209,BPHIGH_CrudePrev,36.1
40,37209,BPHIGH_CrudePrev,32.2
41,37209,BPHIGH_CrudePrev,31.9
42,37209,BPHIGH_CrudePrev,23.2
43,37209,BPHIGH_CrudePrev,26.8
44,37208,BPHIGH_CrudePrev,41.5
45,37209,BPHIGH_CrudePrev,41.5
46,37209,BPHIGH_CrudePrev,25.9
47,37208,BPHIGH_CrudePrev,25.9
48,37228,BPHIGH_CrudePrev,49.4
49,37208,BPHIGH_CrudePrev,49.4
50,37208,BPHIGH_CrudePrev,52.2
51,37208,BPHIGH_CrudePrev,53.6
52,37208,BPHIGH_CrudePrev,41.5
53,37203,BPHIGH_CrudePrev,41.5
54,37208,BPHIGH_CrudePrev,49.9
55,37209,BPHIGH_CrudePrev,49.9
56,37209,BPHIGH_CrudePrev,41.4
57,37203,BPHIGH_CrudePrev,41.4
58,37210,BPHIGH_CrudePrev,48.5
59,37214,BPHIGH_CrudePrev,33.4
60,37210,BPHIGH_CrudePrev,35.6
61,37214,BPHIGH_CrudePrev,35.6
62,37214,BPHIGH_CrudePrev,34.5
63,37214,BPHIGH_CrudePrev,30.5
64,37214,BPHIGH_CrudePrev,34.3
65,37217,BPHIGH_CrudePrev,30.1
66,37211,BPHIGH_CrudePrev,33.7
67,37217,BPHIGH_CrudePrev,33.7
68,37217,BPHIGH_CrudePrev,31.3
69,37217,BPHIGH_CrudePrev,34.9
70,37217,BPHIGH_CrudePrev,36.1
71,37217,BPHIGH_CrudePrev,36.5
72,37217,BPHIGH_CrudePrev,34.7
73,37214,BPHIGH_CrudePrev,28.3
74,37217,BPHIGH_CrudePrev,31.8
75,37214,BPHIGH_CrudePrev,31.8
76,37217,BPHIGH_CrudePrev,30.8
77,37217,BPHIGH_CrudePrev,36.9
78,37211,BPHIGH_CrudePrev,36.9
79,37217,BPHIGH_CrudePrev,34.5
80,37210,BPHIGH_CrudePrev,34.5
81,37211,BPHIGH_CrudePrev,34.5
82,37217,BPHIGH_CrudePrev,28.3
83,37217,BPHIGH_CrudePrev,28.9
84,37210,BPHIGH_CrudePrev,42.9
85,37210,BPHIGH_CrudePrev,49.2
86,37203,BPHIGH_CrudePrev,49.2
87,37203,BPHIGH_CrudePrev,37.1
88,37204,BPHIGH_CrudePrev,37.1
89,37210,BPHIGH_CrudePrev,37.1
90,37203,BPHIGH_CrudePrev,44.6
91,37204,BPHIGH_CrudePrev,44.6
92,37203,BPHIGH_CrudePrev,36.5
93,37212,BPHIGH_CrudePrev,36.5
94,37232,BPHIGH_CrudePrev,16.5
95,37212,BPHIGH_CrudePrev,16.5
96,37203,BPHIGH_CrudePrev,16.5
97,37203,BPHIGH_CrudePrev,9.9
98,37232,BPHIGH_CrudePrev,9.9
99,37240,BPHIGH_CrudePrev,9.9
100,37212,BPHIGH_CrudePrev,9.9
101,37212,BPHIGH_CrudePrev,23.7
102,37232,BPHIGH_CrudePrev,23.7
103,37203,BPHIGH_CrudePrev,23.7
104,37215,BPHIGH_CrudePrev,28.2
105,37205,BPHIGH_CrudePrev,28.2
106,37203,BPHIGH_CrudePrev,18.2
107,37212,BPHIGH_CrudePrev,18.2
108,37212,BPHIGH_CrudePrev,23.9
109,37215,BPHIGH_CrudePrev,23.9
110,37204,BPHIGH_CrudePrev,23.9
111,37212,BPHIGH_CrudePrev,20.7
112,37204,BPHIGH_CrudePrev,20.7
113,37203,BPHIGH_CrudePrev,20.7
114,37204,BPHIGH_CrudePrev,27.2
115,37211,BPHIGH_CrudePrev,36.5
116,37204,BPHIGH_CrudePrev,36.5
117,37210,BPHIGH_CrudePrev,36.5
118,37210,BPHIGH_CrudePrev,35.2
119,37211,BPHIGH_CrudePrev,35.2
120,37211,BPHIGH_CrudePrev,34.2
121,37210,BPHIGH_CrudePrev,34.2
122,37211,BPHIGH_CrudePrev,31.1
123,37211,BPHIGH_CrudePrev,35.9
124,37204,BPHIGH_CrudePrev,35.9
125,37204,BPHIGH_CrudePrev,26.3
126,37220,BPHIGH_CrudePrev,26.3
127,37204,BPHIGH_CrudePrev,22.7
128,37220,BPHIGH_CrudePrev,22.7
129,37215,BPHIGH_CrudePrev,22.7
130,37215,BPHIGH_CrudePrev,24.8
131,37212,BPHIGH_CrudePrev,24.8
132,37204,BPHIGH_CrudePrev,24.8
133,37205,BPHIGH_CrudePrev,33.6
134,37215,BPHIGH_CrudePrev,33.6
135,37204,BPHIGH_CrudePrev,34.7
136,37205,BPHIGH_CrudePrev,34.7
137,37215,BPHIGH_CrudePrev,34.7
138,37215,BPHIGH_CrudePrev,30.4
139,37205,BPHIGH_CrudePrev,30.4
140,37209,BPHIGH_CrudePrev,29.5
141,37209,BPHIGH_CrudePrev,37.4
142,37205,BPHIGH_CrudePrev,37.4
143,37209,BPHIGH_CrudePrev,32.3
144,37205,BPHIGH_CrudePrev,32.3
145,37205,BPHIGH_CrudePrev,27.7
146,37209,BPHIGH_CrudePrev,27.7
147,37221,BPHIGH_CrudePrev,27.7
148,37205,BPHIGH_CrudePrev,33.1
149,37209,BPHIGH_CrudePrev,30.9
150,37221,BPHIGH_CrudePrev,30.9
151,37205,BPHIGH_CrudePrev,30.9
152,37221,BPHIGH_CrudePrev,27.8
153,37221,BPHIGH_CrudePrev,29.7
154,37209,BPHIGH_CrudePrev,29.7
155,37215,BPHIGH_CrudePrev,32.3
156,37205,BPHIGH_CrudePrev,32.3
157,37221,BPHIGH_CrudePrev,32.3
158,37221,BPHIGH_CrudePrev,30.3
159,37221,BPHIGH_CrudePrev,31.1
160,37221,BPHIGH_CrudePrev,29.1
161,37221,BPHIGH_CrudePrev,39.0
162,37221,BPHIGH_CrudePrev,28.1
163,37215,BPHIGH_CrudePrev,30.3
164,37205,BPHIGH_CrudePrev,30.3
165,37221,BPHIGH_CrudePrev,33.9
166,37205,BPHIGH_CrudePrev,33.9
167,37215,BPHIGH_CrudePrev,33.9
168,37220,BPHIGH_CrudePrev,33.6
169,37215,BPHIGH_CrudePrev,33.6
170,37220,BPHIGH_CrudePrev,33.3
171,37204,BPHIGH_CrudePrev,29.2
172,37220,BPHIGH_CrudePrev,29.2
173,37211,BPHIGH_CrudePrev,29.2
174,37211,BPHIGH_CrudePrev,32.4
175,37204,BPHIGH_CrudePrev,34.7
176,37211,BPHIGH_CrudePrev,34.7
177,37220,BPHIGH_CrudePrev,30.9
178,37211,BPHIGH_CrudePrev,30.9
179,37211,BPHIGH_CrudePrev,31.8
180,37211,BPHIGH_CrudePrev,23.4
181,37211,BPHIGH_CrudePrev,29.8
182,37211,BPHIGH_CrudePrev,34.4
183,37211,BPHIGH_CrudePrev,35.1
184,37211,BPHIGH_CrudePrev,34.6
185,37211,BPHIGH_CrudePrev,31.7
186,37211,BPHIGH_CrudePrev,22.5
187,37211,BPHIGH_CrudePrev,31.2
188,37211,BPHIGH_CrudePrev,34.8
189,37211,BPHIGH_CrudePrev,33.6
190,37211,BPHIGH_CrudePrev,28.8
191,37211,BPHIGH_CrudePrev,31.1
192,37211,BPHIGH_CrudePrev,24.3
193,37211,BPHIGH_CrudePrev,30.3
194,37211,BPHIGH_CrudePrev,28.2
195,37206,BPHIGH_CrudePrev,34.1
196,37213,BPHIGH_CrudePrev,34.1
197,37207,BPHIGH_CrudePrev,45.3
198,37213,BPHIGH_CrudePrev,45.3
199,37206,BPHIGH_CrudePrev,45.3
200,37203,BPHIGH_CrudePrev,35.1
201,37208,BPHIGH_CrudePrev,35.1
202,37219,BPHIGH_CrudePrev,35.1
203,37201,BPHIGH_CrudePrev,35.1
204,37203,BPHIGH_CrudePrev,28.3
205,37219,BPHIGH_CrudePrev,28.3
206,37210,BPHIGH_CrudePrev,28.3
207,37212,BPHIGH_CrudePrev,28.3
208,37201,BPHIGH_CrudePrev,28.3
209,37210,BPHIGH_CrudePrev,31.6
210,37218,CHD_CrudePrev,7.0
211,37207,CHD_CrudePrev,6.3
212,37218,CHD_CrudePrev,6.3
213,37207,CHD_CrudePrev,6.3
214,37216,CHD_CrudePrev,11.6
215,37216,CHD_CrudePrev,9.8
216,37207,CHD_CrudePrev,6.6
217,37207,CHD_CrudePrev,6.3
218,37207,CHD_CrudePrev,8.1
219,37207,CHD_CrudePrev,7.4
220,37216,CHD_CrudePrev,7.4
221,37216,CHD_CrudePrev,6.1
222,37216,CHD_CrudePrev,6.2
223,37216,CHD_CrudePrev,5.1
224,37207,CHD_CrudePrev,6.9
225,37216,CHD_CrudePrev,5.8
226,37206,CHD_CrudePrev,5.8
227,37206,CHD_CrudePrev,6.1
228,37216,CHD_CrudePrev,6.1
229,37216,CHD_CrudePrev,5.4
230,37206,CHD_CrudePrev,5.4
231,37206,CHD_CrudePrev,4.2
232,37216,CHD_CrudePrev,4.2
233,37207,CHD_CrudePrev,4.2
234,37213,CHD_CrudePrev,6.6
235,37207,CHD_CrudePrev,6.6
236,37206,CHD_CrudePrev,5.5
237,37207,CHD_CrudePrev,5.5
238,37206,CHD_CrudePrev,3.7
239,37206,CHD_CrudePrev,3.7
240,37207,CHD_CrudePrev,7.0
241,37207,CHD_CrudePrev,8.6
242,37218,CHD_CrudePrev,8.6
243,37207,CHD_CrudePrev,7.8
244,37218,CHD_CrudePrev,7.8
245,37218,CHD_CrudePrev,9.6
246,37218,CHD_CrudePrev,8.4
247,37209,CHD_CrudePrev,4.5
248,37218,CHD_CrudePrev,6.9
249,37209,CHD_CrudePrev,7.0
250,37209,CHD_CrudePrev,5.7
251,37209,CHD_CrudePrev,5.5
252,37209,CHD_CrudePrev,3.2
253,37209,CHD_CrudePrev,3.5
254,37208,CHD_CrudePrev,6.2
255,37209,CHD_CrudePrev,6.2
256,37209,CHD_CrudePrev,2.8
257,37208,CHD_CrudePrev,2.8
258,37228,CHD_CrudePrev,8.8
259,37208,CHD_CrudePrev,8.8
260,37208,CHD_CrudePrev,8.5
261,37208,CHD_CrudePrev,9.5
262,37208,CHD_CrudePrev,6.1
263,37203,CHD_CrudePrev,6.1
264,37208,CHD_CrudePrev,7.8
265,37209,CHD_CrudePrev,7.8
266,37209,CHD_CrudePrev,5.6
267,37203,CHD_CrudePrev,5.6
268,37210,CHD_CrudePrev,8.3
269,37214,CHD_CrudePrev,6.2
270,37210,CHD_CrudePrev,7.0
271,37214,CHD_CrudePrev,7.0
272,37214,CHD_CrudePrev,6.2
273,37214,CHD_CrudePrev,5.1
274,37214,CHD_CrudePrev,6.2
275,37217,CHD_CrudePrev,4.0
276,37211,CHD_CrudePrev,5.0
277,37217,CHD_CrudePrev,5.0
278,37217,CHD_CrudePrev,4.3
279,37217,CHD_CrudePrev,5.8
280,37217,CHD_CrudePrev,5.6
281,37217,CHD_CrudePrev,5.6
282,37217,CHD_CrudePrev,4.8
283,37214,CHD_CrudePrev,3.9
284,37217,CHD_CrudePrev,4.8
285,37214,CHD_CrudePrev,4.8
286,37217,CHD_CrudePrev,3.6
287,37217,CHD_CrudePrev,7.4
288,37211,CHD_CrudePrev,7.4
289,37217,CHD_CrudePrev,6.4
290,37210,CHD_CrudePrev,6.4
291,37211,CHD_CrudePrev,6.4
292,37217,CHD_CrudePrev,4.3
293,37217,CHD_CrudePrev,4.1
294,37210,CHD_CrudePrev,11.6
295,37210,CHD_CrudePrev,8.2
296,37203,CHD_CrudePrev,8.2
297,37203,CHD_CrudePrev,5.8
298,37204,CHD_CrudePrev,5.8
299,37210,CHD_CrudePrev,5.8
300,37203,CHD_CrudePrev,7.6
301,37204,CHD_CrudePrev,7.6
302,37203,CHD_CrudePrev,5.6
303,37212,CHD_CrudePrev,5.6
304,37232,CHD_CrudePrev,2.6
305,37212,CHD_CrudePrev,2.6
306,37203,CHD_CrudePrev,2.6
307,37203,CHD_CrudePrev,0.7
308,37232,CHD_CrudePrev,0.7
309,37240,CHD_CrudePrev,0.7
310,37212,CHD_CrudePrev,0.7
311,37212,CHD_CrudePrev,3.4
312,37232,CHD_CrudePrev,3.4
313,37203,CHD_CrudePrev,3.4
314,37215,CHD_CrudePrev,4.9
315,37205,CHD_CrudePrev,4.9
316,37203,CHD_CrudePrev,2.3
317,37212,CHD_CrudePrev,2.3
318,37212,CHD_CrudePrev,3.2
319,37215,CHD_CrudePrev,3.2
320,37204,CHD_CrudePrev,3.2
321,37212,CHD_CrudePrev,2.6
322,37204,CHD_CrudePrev,2.6
323,37203,CHD_CrudePrev,2.6
324,37204,CHD_CrudePrev,3.3
325,37211,CHD_CrudePrev,7.7
326,37204,CHD_CrudePrev,7.7
327,37210,CHD_CrudePrev,7.7
328,37210,CHD_CrudePrev,6.6
329,37211,CHD_CrudePrev,6.6
330,37211,CHD_CrudePrev,6.0
331,37210,CHD_CrudePrev,6.0
332,37211,CHD_CrudePrev,5.3
333,37211,CHD_CrudePrev,7.5
334,37204,CHD_CrudePrev,7.5
335,37204,CHD_CrudePrev,4.1
336,37220,CHD_CrudePrev,4.1
337,37204,CHD_CrudePrev,3.6
338,37220,CHD_CrudePrev,3.6
339,37215,CHD_CrudePrev,3.6
340,37215,CHD_CrudePrev,3.7
341,37212,CHD_CrudePrev,3.7
342,37204,CHD_CrudePrev,3.7
343,37205,CHD_CrudePrev,6.0
344,37215,CHD_CrudePrev,6.0
345,37204,CHD_CrudePrev,6.6
346,37205,CHD_CrudePrev,6.6
347,37215,CHD_CrudePrev,6.6
348,37215,CHD_CrudePrev,5.1
349,37205,CHD_CrudePrev,5.1
350,37209,CHD_CrudePrev,4.7
351,37209,CHD_CrudePrev,7.3
352,37205,CHD_CrudePrev,7.3
353,37209,CHD_CrudePrev,5.5
354,37205,CHD_CrudePrev,5.5
355,37205,CHD_CrudePrev,4.4
356,37209,CHD_CrudePrev,4.4
357,37221,CHD_CrudePrev,4.4
358,37205,CHD_CrudePrev,5.6
359,37209,CHD_CrudePrev,5.2
360,37221,CHD_CrudePrev,5.2
361,37205,CHD_CrudePrev,5.2
362,37221,CHD_CrudePrev,4.1
363,37221,CHD_CrudePrev,4.9
364,37209,CHD_CrudePrev,4.9
365,37215,CHD_CrudePrev,5.8
366,37205,CHD_CrudePrev,5.8
367,37221,CHD_CrudePrev,5.8
368,37221,CHD_CrudePrev,4.6
369,37221,CHD_CrudePrev,4.8
370,37221,CHD_CrudePrev,4.2
371,37221,CHD_CrudePrev,7.8
372,37221,CHD_CrudePrev,4.5
373,37215,CHD_CrudePrev,5.0
374,37205,CHD_CrudePrev,5.0
375,37221,CHD_CrudePrev,5.5
376,37205,CHD_CrudePrev,5.5
377,37215,CHD_CrudePrev,5.5
378,37220,CHD_CrudePrev,5.8
379,37215,CHD_CrudePrev,5.8
380,37220,CHD_CrudePrev,5.5
381,37204,CHD_CrudePrev,4.8
382,37220,CHD_CrudePrev,4.8
383,37211,CHD_CrudePrev,4.8
384,37211,CHD_CrudePrev,5.2
385,37204,CHD_CrudePrev,6.7
386,37211,CHD_CrudePrev,6.7
387,37220,CHD_CrudePrev,5.5
388,37211,CHD_CrudePrev,5.5
389,37211,CHD_CrudePrev,5.7
390,37211,CHD_CrudePrev,3.2
391,37211,CHD_CrudePrev,5.0
392,37211,CHD_CrudePrev,6.5
393,37211,CHD_CrudePrev,5.4
394,37211,CHD_CrudePrev,6.0
395,37211,CHD_CrudePrev,5.9
396,37211,CHD_CrudePrev,2.8
397,37211,CHD_CrudePrev,5.1
398,37211,CHD_CrudePrev,5.9
399,37211,CHD_CrudePrev,5.9
400,37211,CHD_CrudePrev,3.7
401,37211,CHD_CrudePrev,4.3
402,37211,CHD_CrudePrev,3.1
403,37211,CHD_CrudePrev,4.4
404,37211,CHD_CrudePrev,4.1
405,37206,CHD_CrudePrev,5.4
406,37213,CHD_CrudePrev,5.4
407,37207,CHD_CrudePrev,8.5
408,37213,CHD_CrudePrev,8.5
409,37206,CHD_CrudePrev,8.5
410,37203,CHD_CrudePrev,4.8
411,37208,CHD_CrudePrev,4.8
412,37219,CHD_CrudePrev,4.8
413,37201,CHD_CrudePrev,4.8
414,37203,CHD_CrudePrev,3.9
415,37219,CHD_CrudePrev,3.9
416,37210,CHD_CrudePrev,3.9
417,37212,CHD_CrudePrev,3.9
418,37201,CHD_CrudePrev,3.9
419,37210,CHD_CrudePrev,5.2
420,37218,DIABETES_CrudePrev,16.7
421,37207,DIABETES_CrudePrev,14.1
422,37218,DIABETES_CrudePrev,14.1
423,37207,DIABETES_CrudePrev,12.2
424,37216,DIABETES_CrudePrev,18.7
425,37216,DIABETES_CrudePrev,14.9
426,37207,DIABETES_CrudePrev,11.8
427,37207,DIABETES_CrudePrev,16.5
428,37207,DIABETES_CrudePrev,19.3
429,37207,DIABETES_CrudePrev,16.0
430,37216,DIABETES_CrudePrev,16.0
431,37216,DIABETES_CrudePrev,11.7
432,37216,DIABETES_CrudePrev,10.2
433,37216,DIABETES_CrudePrev,9.4
434,37207,DIABETES_CrudePrev,14.7
435,37216,DIABETES_CrudePrev,13.2
436,37206,DIABETES_CrudePrev,13.2
437,37206,DIABETES_CrudePrev,10.7
438,37216,DIABETES_CrudePrev,10.7
439,37216,DIABETES_CrudePrev,10.1
440,37206,DIABETES_CrudePrev,10.1
441,37206,DIABETES_CrudePrev,8.8
442,37216,DIABETES_CrudePrev,8.8
443,37207,DIABETES_CrudePrev,8.8
444,37213,DIABETES_CrudePrev,16.2
445,37207,DIABETES_CrudePrev,16.2
446,37206,DIABETES_CrudePrev,13.3
447,37207,DIABETES_CrudePrev,13.3
448,37206,DIABETES_CrudePrev,6.6
449,37206,DIABETES_CrudePrev,7.1
450,37207,DIABETES_CrudePrev,16.6
451,37207,DIABETES_CrudePrev,20.7
452,37218,DIABETES_CrudePrev,20.7
